User,User id,User description,location,time zone,user language,followers count,user follows count,tweet count,profile created,default profile img,user verified,tweet text,tweet id,tweeted at,favorite count,retweeted,retweet count,language,geo,hashtags,urls
D,714639482759299072,Mother of 3 little angels that are growing up fast.,,,en,130,93,3160,Tue Mar 29 02:25:04 +0000 2016,False,False,RT @SupportMelania: Get on the Wall and support #Trump and  https://t.co/kELwaRSBcw  https://t.co/BWZI1uc9Pf,727601265878786048,Tue May 03 20:50:34 +0000 2016,0,False,1,en,,"[{u'indices': [48, 54], u'text': u'Trump'}]","[{u'url': u'https://t.co/kELwaRSBcw', u'indices': [60, 83], u'expanded_url': u'http://Melania.online', u'display_url': u'Melania.online'}, {u'url': u'https://t.co/BWZI1uc9Pf', u'indices': [85, 108], u'expanded_url': u'http://twitter.com/VernonCrawfor13/status/727595720144998400', u'display_url': u'twitter.com/VernonCrawfor1\u2026'}]"
LOVELY OLD MAN,4846998158,NOT TOO BRIGHT OLD MAN THAT TRULY LOVE EVERYONE. DISAGREEMENT AND ARGUMENT ARE OK ! BUT NEVER HATE! HATE HURT YOURSELF! #NEVERTRUMP!  FROM NOW ON #AGAINSTTRUMP!,"Palmyra, PA",,en,367,530,6350,Tue Feb 02 01:16:11 +0000 2016,False,False,I GUESS TRUMP MADE US HAVE ENOUGH! NO MORE RINOS OR TRUMPRAT MANURE! BRING IT ON! OPEN WARFARE!,727601265711063040,Tue May 03 20:50:34 +0000 2016,0,False,0,en,,[],[]
Michelle4Trump2016,339211496,"Christian, God fearing American Patriot, Mother of 2 amazing young men, battled advanced BC and won for them. I speak for those that have no voice~ #Trump2016",North Shore of Boston ,Eastern Time (US & Canada),en,1766,2129,4811,Wed Jul 20 19:12:01 +0000 2011,False,False,"RT @NobamaDotCom: Indiana polls close at 6pm local time.  Two time zones means no results til 7pm ET at the earliest
#Landslide Trump! http…",727601265606336513,Tue May 03 20:50:34 +0000 2016,0,False,12,en,,"[{u'indices': [117, 127], u'text': u'Landslide'}]",[]
Thomas Marshall,2919814744,I'm here to spread my brand of smart assery all throughout the world. You're welcome...,"Beverly Hills, CA",,en,16,3,957,Sat Dec 13 15:26:25 +0000 2014,True,False,"@RizzottoJoe @benshapiro Why is this false choice an option? Trump IS HILLARY, HILLARY IS TRUMP! Get a clue.",727601265572777985,Tue May 03 20:50:34 +0000 2016,0,False,0,en,,[],[]
Vivian Garrett,3412923363,,,,en,24,51,664,Mon Aug 10 15:57:35 +0000 2015,False,False,@Reuters Make sure Donald Trump never has a gun and goes on your campuses. He isn't dealing with a full deck.,727601264540958723,Tue May 03 20:50:34 +0000 2016,0,False,0,en,,[],[]
Christiane Galle,2997441446,,,,en,204,700,502,Mon Jan 26 19:52:23 +0000 2015,False,False,"@Women4TrumpSome of the best, navy seal killed, what?  People this is a war, treat it like it. Eradicate daesh, let Trump do it.",727601263756468224,Tue May 03 20:50:34 +0000 2016,0,False,0,en,,[],[]
Horst von Horstmann,2163314342,"Turnip shepherd, an infidel across a wide swath of the ideological landscape. Individual rights, individual responsibilities, freedom of association.","Binningen, Schweiz",Amsterdam,en,1043,998,35795,Tue Oct 29 18:11:04 +0000 2013,False,False,Which member of Cruz' family not running for office has Trump not slandered so far? I am losing track.,727601262808735744,Tue May 03 20:50:33 +0000 2016,0,False,0,en,,[],[]
Houston for Trump,423695614,"*Not an official Trump account* Follow for the newest Trump articles, polls, & retweets! Member of #trumparmy, always fighting Trump haters!","Houston, TX",Pacific Time (US & Canada),en,2361,1180,7479,Mon Nov 28 20:39:07 +0000 2011,False,False,"RT @DemsRRealRacist: OK. I know I'm 0 for 317 on my Trump predictions so far this election cycle, but LISTEN to me: he CAN'T beat Hillary.…",727601262271696896,Tue May 03 20:50:33 +0000 2016,0,False,23,en,,[],[]
Rich Gorman,312813925,"Been here and there and everywhere in between.  Take the high road when available #Mets #Jets #BBQ and #RVing. #ProudAmerican, #USMC, #Veteran #Magyar",USA,America/New_York,en,1198,2455,4418,Tue Jun 07 18:17:23 +0000 2011,False,False,@immigrant4trump @babysgramma Horrible the media &amp; opposition made this about race because I know it's Americans for Trump.,727601261617532932,Tue May 03 20:50:33 +0000 2016,0,False,0,en,,[],[]
SturdeeBeggar,721424391217635329,Redbud,,,en,24,26,339,Sat Apr 16 19:45:53 +0000 2016,False,False,"RT @adjunctprofessr: Indiana called. Trump answered.
#TrumpLandslide 
@harrisonchief https://t.co/qJbqbQopam",727601261072162820,Tue May 03 20:50:33 +0000 2016,0,False,30,en,,"[{u'indices': [53, 68], u'text': u'TrumpLandslide'}]",[]
Jon Burrows,54314474,,,Central Time (US & Canada),en,428,365,22808,Mon Jul 06 20:00:57 +0000 2009,False,False,#CrazyCruz #LyinTed #CanadianCruz #DropOutCruz @DanScavino #MakeAmericaGreatAgain #Trump2016 #TrumpTrain#DonaldTrump https://t.co/mqrpvnEHO5,727601260585623552,Tue May 03 20:50:33 +0000 2016,0,False,0,en,,"[{u'indices': [0, 10], u'text': u'CrazyCruz'}, {u'indices': [11, 19], u'text': u'LyinTed'}, {u'indices': [20, 33], u'text': u'CanadianCruz'}, {u'indices': [34, 46], u'text': u'DropOutCruz'}, {u'indices': [59, 81], u'text': u'MakeAmericaGreatAgain'}, {u'indices': [82, 92], u'text': u'Trump2016'}]",[]
bright strangely,7121192,"only a little bright, mostly strange.",northern california,Arizona,en,40,64,1403,Thu Jun 28 00:12:45 +0000 2007,False,False,"RT @NateSilver538: You know how you've heard again and again that Trump's supporters are ""working class""? That's mostly BS. https://t.co/eh…",727601260573024256,Tue May 03 20:50:33 +0000 2016,0,False,501,en,,[],"[{u'url': u'https://t.co/ehaqkSA6eR', u'indices': [124, 140], u'expanded_url': u'http://fivethirtyeight.com/features/the-mythology-of-trumps-working-class-support/', u'display_url': u'fivethirtyeight.com/features/the-m\u2026'}]"
B Tucker,714199284627873792,,,,en,85,80,1158,Sun Mar 27 21:15:53 +0000 2016,False,False,"RT @mitchellvii: Ted, the America people CLEARLY want Trump.  There is no way you can ever claim support of the voters.",727601260363456513,Tue May 03 20:50:33 +0000 2016,0,False,74,en,,[],[]
Corporatocrazy,1720816128,"Fight Corporatism and NWO, Stand up for America, Preserve Social/Family Values. #Trump2016",San Francisco,,en,1050,2192,3430,Mon Sep 02 01:55:44 +0000 2013,False,False,"RT @BigStick2013: “Indiana is very important, because if I win that’s the end of it. It would be over,” Trump said Monday.

●Put Indiana in…",727601260195516416,Tue May 03 20:50:33 +0000 2016,0,False,30,en,,[],[]
Monilu,468010089,,,,en,65,251,1091,Thu Jan 19 02:40:54 +0000 2012,False,False,@lenlucas46 @DrSueDVM Lets ask Trump what he thinks.  PP will not be refunded under him,727601258895265793,Tue May 03 20:50:32 +0000 2016,0,False,0,en,,[],[]
anselrsa22,49026202,"retired broker, sales person, Husband and dad",,Eastern Time (US & Canada),en,217,936,5854,Sat Jun 20 15:04:33 +0000 2009,False,False,RT @BradThor: This is how unbelievably stupid Donald Trump is.  How anyone can support such a clown is beyond defensible: https://t.co/Tlpx…,727601257771323394,Tue May 03 20:50:32 +0000 2016,0,False,35,en,,[],"[{u'url': u'https://t.co/TlpxGTlp3l', u'indices': [122, 140], u'expanded_url': u'https://www.youtube.com/watch?v=XMcc5ALfsFo', u'display_url': u'youtube.com/watch?v=XMcc5A\u2026'}]"
Tamara Gordon,709123313960783872,Proud trump supporter taking our country back one vote at a time Americans first,"Missouri, USA",,en,471,537,6269,Sun Mar 13 21:05:47 +0000 2016,False,False,"RT @TrumpTrain8: WOW- Sanders supporters waiting in line to vote, will vote for TRUMP in a Trump vs Clinton matchup!",727601257657962496,Tue May 03 20:50:32 +0000 2016,0,False,1,en,,[],[]
Ⓜ️indset,2288660208,"Always gone keep it , looks way better in person ✊ Snapchat: Black_Blunts26 R.I.P. Jas ⛅️","Atlanta, GA",Eastern Time (US & Canada),en,638,436,15706,Sun Jan 12 20:51:05 +0000 2014,False,False,RT @IamAkademiks: TI says if Donald Trump wins... Chains and Shackles are next. 👀 https://t.co/QFSDk238to,727601257221885953,Tue May 03 20:50:32 +0000 2016,0,False,2023,en,,[],[]
The Awakening 1237,1531974344,"Strategic analyst. We will #MAGA. The future belongs to us. Always relevant, sometimes hard to RT. 90% of apparent r--ists are trying to discredit us; out them!",NH,Eastern Time (US & Canada),en,1878,2386,4066,Wed Jun 19 20:51:32 +0000 2013,False,False,"RT @HalHardwick: Only 1.5 hours before polls close. GET OUT AND VOTE TRUMP IN #IndianaPrimary ! The country is at stake.
#INPrimary https:/…",727601257158840320,Tue May 03 20:50:32 +0000 2016,0,False,4,en,,"[{u'indices': [78, 93], u'text': u'IndianaPrimary'}, {u'indices': [121, 131], u'text': u'INPrimary'}]",[]
America Rise Up,329463466,"#AmericanArtist #Artist #Art #Painter
#MOLON LABE #VelocityGraphics",United States of America,Eastern Time (US & Canada),en,3572,3285,20735,Tue Jul 05 03:40:51 +0000 2011,False,False,RT @cbinflux: THIS IS TRUMP https://t.co/hCSYCZMRiN,727601257133817859,Tue May 03 20:50:32 +0000 2016,0,False,1,en,,[],"[{u'url': u'https://t.co/hCSYCZMRiN', u'indices': [28, 51], u'expanded_url': u'https://twitter.com/TrustedTrevor/status/727561840193056768', u'display_url': u'twitter.com/TrustedTrevor/\u2026'}]"
Ted  Pert,503324991,was born in Europe and served in the armed forces in the early seventies,timbaktu,,en,848,2863,29305,Sat Feb 25 17:48:29 +0000 2012,True,False,"RT @WeNeedTrump: Latest West Virginia poll has Donald Trump leading huge!! 

Trump: 61%
Lyin' Ted: 22%
Pancake John: 14%

#Trump2016 https:…",727601256978632704,Tue May 03 20:50:32 +0000 2016,0,False,118,en,,"[{u'indices': [122, 132], u'text': u'Trump2016'}]",[]
Rantress,51623734,I ❤️ America and support Donald Trump! Let's help get him elected POTUS! I follow all Pro-Trump pages ❤️TRUMP 2016❤️,"RHODE ISLAND, USA",Eastern Time (US & Canada),en,779,1633,3061,Sun Jun 28 02:16:16 +0000 2009,False,False,RT @tracieeeeee: I am SICK &amp; DAMN tired of this crap If #Trump gets POTUS this WILL STOP ARE YOU PISSED OVER THIS CRAP??? https://t.co/RhSn…,727601256877989888,Tue May 03 20:50:32 +0000 2016,0,False,2104,en,,"[{u'indices': [60, 66], u'text': u'Trump'}]",[]
Andrew Miller,702615184096018435,,,,en,107,109,5962,Wed Feb 24 22:04:48 +0000 2016,False,False,"RT @wkpixley1: @TheFix its time for sane conservatives to simply say ""the hell with the GOP"" if its stands by tRump",727601255904907265,Tue May 03 20:50:32 +0000 2016,0,False,2,en,,[],[]
RC&Redskins,527469500,"Native Texan, retired cattle rancher, Conservative.My opinion is mine, and it should be yours. Blocked by CAIRNATIONAL 1000yd shots and yes, Ted Cruz follows me",Deep East Texas & Tennessee,,en,2681,2180,21220,Sat Mar 17 13:45:11 +0000 2012,False,False,@IngrahamAngle @seanhannity  are you proud today? After Trump accuses @SenTedCruz father being linked to Lee Harvey Oswald? Are you?,727601255690977280,Tue May 03 20:50:32 +0000 2016,0,False,0,en,,[],[]
Imagine That,3847087204,,,,en,512,577,5949,Fri Oct 02 23:00:08 +0000 2015,False,False,"@dh_huddleston @ErinRehman You do realize Donald made that up, right?",727601255560978434,Tue May 03 20:50:32 +0000 2016,0,False,0,en,,[],[]
Sandy Asbury,711373685840617472,,,,en,117,30,2720,Sun Mar 20 02:07:58 +0000 2016,False,False,"RT @immigrant4trump: Donald Trump himself! Shared one my videos! Check it Out ""Indiana...The Time is Now!"" Watch👉https://t.co/CHEetcwGDG ht…",727601255451901953,Tue May 03 20:50:32 +0000 2016,0,False,100,en,,[],"[{u'url': u'https://t.co/CHEetcwGDG', u'indices': [113, 136], u'expanded_url': u'https://twitter.com/realDonaldTrump/status/727565652253392897', u'display_url': u'twitter.com/realDonaldTrum\u2026'}]"
Gillis Bernard,222714150,design/data things at @FWD_us | @vanderbilt grad,PA//Boston//Nashville//SF,Quito,en,1500,1508,4060,Sat Dec 04 06:30:26 +0000 2010,False,False,RT @TheToddSchulte: Question 1 that the press should be asking Trump  https://t.co/rEY0GuPOyc,727601255044898816,Tue May 03 20:50:32 +0000 2016,0,False,4,en,,[],"[{u'url': u'https://t.co/rEY0GuPOyc', u'indices': [70, 93], u'expanded_url': u'https://twitter.com/fwd_us/status/727569237783367681', u'display_url': u'twitter.com/fwd_us/status/\u2026'}]"
Orděr FoIIowěrs,727601154792755202,"Purchase Fоllоwěrs and Likes for your Twitter, Facebook and Instagram https://t.co/uPIRuDvm0m",Silicon Valley,,en,0,0,215,Tue May 03 20:50:08 +0000 2016,True,False,RT @RogerKelly18: German league running back Donald Russell headed to NY Giants mini camp. https://t.co/yI1IO4iaQz https://t.co/eEsJwgEQgX,727601254478663680,Tue May 03 20:50:31 +0000 2016,0,False,2,en,,[],"[{u'url': u'https://t.co/yI1IO4iaQz', u'indices': [91, 114], u'expanded_url': u'http://www.americanfootballinternational.com/dresdens-donald-russell-invited-ny-giants/', u'display_url': u'americanfootballinternational.com/dresdens-donal\u2026'}]"
scott,1210676076,one god and wife and hockey and baseball and football,evansville,Eastern Time (US & Canada),en,55,50,173,Sat Feb 23 05:13:37 +0000 2013,True,False,i vote trump in INDIANA and the line are long took 45min,727601254126522369,Tue May 03 20:50:31 +0000 2016,0,False,0,en,,[],[]
Juan Buendía Espino,3318667750,,,,es,49,147,1330,Thu Jun 11 09:00:42 +0000 2015,False,False,America Has Never Been So Ripe X Tyranny https://t.co/K6eLW9meDc #NYc Mag https://t.co/TS4y0AsFGG #filtracionesTTIP https://t.co/0TiVxAncrz,727601253673480193,Tue May 03 20:50:31 +0000 2016,0,False,0,en,,"[{u'indices': [65, 69], u'text': u'NYc'}, {u'indices': [98, 115], u'text': u'filtracionesTTIP'}]","[{u'url': u'https://t.co/K6eLW9meDc', u'indices': [41, 64], u'expanded_url': u'http://nzzl.us/QE1QO8r', u'display_url': u'nzzl.us/QE1QO8r'}, {u'url': u'https://t.co/TS4y0AsFGG', u'indices': [74, 97], u'expanded_url': u'http://agaricus.eresmas.net/arethusa.htm', u'display_url': u'agaricus.eresmas.net/arethusa.htm'}, {u'url': u'https://t.co/0TiVxAncrz', u'indices': [116, 139], u'expanded_url': u'http://nzzl.us/yMe3Tuc', u'display_url': u'nzzl.us/yMe3Tuc'}]"
TheNoirPoetographer,145016451,Noir poet and photographer. Spectator and Archivist of the absurd. Annotator of the corrupt world.,Western Colorado,Mountain Time (US & Canada),en,1787,670,53664,Mon May 17 22:51:17 +0000 2010,False,False,"RT @paulwaldman1: Every douchebag, dirtbag, and scumbag in America is on Team Trump. How he locked up the jerk vote: https://t.co/ncnqHzFL56",727601253547577344,Tue May 03 20:50:31 +0000 2016,0,False,32,en,,[],"[{u'url': u'https://t.co/ncnqHzFL56', u'indices': [117, 140], u'expanded_url': u'http://theweek.com/articles/621937/how-donald-trump-locked-jerk-vote', u'display_url': u'theweek.com/articles/62193\u2026'}]"
Andrienne Hubbard,490764827,,Chicago,Central Time (US & Canada),en,1489,2329,20501,Sun Feb 12 21:58:47 +0000 2012,False,False,"RT @FiveThirtyEight: Don't believe the ""working class"" myth—Trump supporters have a similar median income to Cruz supporters: https://t.co/…",727601253367193600,Tue May 03 20:50:31 +0000 2016,0,False,54,en,,[],"[{u'url': u'https://t.co/qY7QyT7TPl', u'indices': [126, 140], u'expanded_url': u'http://53eig.ht/1Y63dus', u'display_url': u'53eig.ht/1Y63dus'}]"
#NeverTrump,4793833488,"Rallying South Carolinians to support a true consistent conservative. @tedcruz #TrusTED #cruzcrew #2A #SCPrimary #ccot -While I breathe, I hope-","South Carolina, USA",,en,1607,1672,6569,Thu Jan 21 16:19:19 +0000 2016,False,False,RT @amandacarpenter: This ain't the first time Trump has trafficked in conspiracy theories. From @CNN https://t.co/26LJc1at4D,727601253308497920,Tue May 03 20:50:31 +0000 2016,0,False,2,en,,[],"[{u'url': u'https://t.co/26LJc1at4D', u'indices': [102, 125], u'expanded_url': u'http://money.cnn.com/2016/05/03/media/donald-trump-conspiracy-theories-media/index.html', u'display_url': u'money.cnn.com/2016/05/03/med\u2026'}]"
Pete Smillie,47163083,"Entrepreneur growing curiouser finding happy dharma of compassion, altruism, science, mind, body, self, and All who are conscious...","Mountain View, Ca.",Pacific Time (US & Canada),en,230,68,15138,Sun Jun 14 20:06:54 +0000 2009,False,False,A History totally lost on Bush Administration. #Cheney #Trump #Cruz https://t.co/ck0F98xJJg,727601253157462017,Tue May 03 20:50:31 +0000 2016,0,False,0,en,,"[{u'indices': [47, 54], u'text': u'Cheney'}, {u'indices': [55, 61], u'text': u'Trump'}, {u'indices': [62, 67], u'text': u'Cruz'}]","[{u'url': u'https://t.co/ck0F98xJJg', u'indices': [68, 91], u'expanded_url': u'https://twitter.com/cspanhistory/status/727156036046475264', u'display_url': u'twitter.com/cspanhistory/s\u2026'}]"
Vicki Jay,327041632,"reformation : God alone , Christ alone , Scripture alone , Grace alone Conservative , Take the Message back , Stand Up , Moral Compass  !#CruzCrew #TedCruz",texas ,,en,1635,1785,37389,Thu Jun 30 22:17:04 +0000 2011,False,False,RT @GrouchyRasputin: @robeck99 @MADRICHIE1045 @judy_shwabe @ascending2him @littlebytesnews @AEI Richie is excited about Trump VP pick! http…,727601252956295172,Tue May 03 20:50:31 +0000 2016,0,False,1,en,,[],[]
Samantha Jennings,95329289,"My roots are deep in this country. Member of the Tea Party, NRA. Defend the Constitution so it can defend you.
God Bless America.",in my own little world.,Eastern Time (US & Canada),en,2183,2162,9769,Tue Dec 08 02:05:30 +0000 2009,False,False,"RT @BrotherVet: @Derigitable @1VoiceMatters @colavs2184 @JAmy208 @tedcruz @RESJR_2016 Donald Trump Endorses Amnesty Frontpage Mag
https://t…",727601252801073153,Tue May 03 20:50:31 +0000 2016,0,False,14,en,,[],"[{u'url': u'https://t.co/xD2f5GE3o4', u'indices': [139, 140], u'expanded_url': u'http://www.frontpagemag.com/point/259589/donald-trump-endorses-amnesty-illegal-aliens-daniel-greenfield', u'display_url': u'frontpagemag.com/point/259589/d\u2026'}]"
Michael Carrington,18727347,"Patriot! ΜΟΛΩΝ ΛΑΒΕ Search Engine Optimizer, Web Expert w/20 yrs exp. ranking large client programs w/over 100 websites to the 1st page and top listings @Google","Offices:Houston, DC, Nashville",Eastern Time (US & Canada),en,3819,4974,27739,Wed Jan 07 16:36:50 +0000 2009,False,False,"#INPrimary
#WVPrimary
#CAPrimary
🚂#AlwaysTrump
🚂#TrumpTrain🚂
★#MakeAmericaGreatAgain★
🇺🇸#VoteTrump2016✅🇺🇸
★★★JOBS★★★ https://t.co/S54pzUGlM2",727601251966435329,Tue May 03 20:50:31 +0000 2016,0,False,0,en,,"[{u'indices': [0, 10], u'text': u'INPrimary'}, {u'indices': [11, 21], u'text': u'WVPrimary'}, {u'indices': [22, 32], u'text': u'CAPrimary'}, {u'indices': [34, 46], u'text': u'AlwaysTrump'}, {u'indices': [48, 59], u'text': u'TrumpTrain'}, {u'indices': [62, 84], u'text': u'MakeAmericaGreatAgain'}, {u'indices': [88, 102], u'text': u'VoteTrump2016'}]","[{u'url': u'https://t.co/S54pzUGlM2', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/magnifier661/status/727489548930818049', u'display_url': u'twitter.com/magnifier661/s\u2026'}]"
Imperial Trooper,4726145636,Big fan of Star Wars @valeriewhitexxx is my bae #Taken by my Harley @HarleyQuinn_RP_  @chanellxxox is my everything Dangerous Ariana grande fan,,,en,244,432,6658,Fri Jan 08 01:59:41 +0000 2016,False,False,Come on America Donald trump is to dangerous to be kept alive any longer please end his pathetic life,727601251949678593,Tue May 03 20:50:31 +0000 2016,0,False,0,en,,[],[]
Dennis,334288260,"Police Detective,Private investigator  Trump Supporter 
 Real Estate Agent, Diehard Fins Fan",,,en,2758,4471,23758,Tue Jul 12 21:24:53 +0000 2011,False,False,"RT @ImagineAnna: An undecided voter called Bob walks into a bar. 

Lying Ted is inside. 

Bob walks out a Trump voter 

#TrumpTrain #CruzCr…",727601251899326465,Tue May 03 20:50:31 +0000 2016,0,False,1,en,,"[{u'indices': [120, 131], u'text': u'TrumpTrain'}, {u'indices': [132, 140], u'text': u'CruzCrew'}]",[]
Orděr FoIIowěrs,727601154792755202,"Purchase Fоllоwěrs and Likes for your Twitter, Facebook and Instagram https://t.co/uPIRuDvm0m",Silicon Valley,,en,0,0,215,Tue May 03 20:50:08 +0000 2016,True,False,RT @LibyaLiberty: The artist who mocked Trump's 'manhood' was threatened IN AMERICA with a public stoning. She ended up punched. https://t.…,727601251718823937,Tue May 03 20:50:31 +0000 2016,0,False,334,en,,[],"[{u'url': u'https://t.co/vIUJNr84qr', u'indices': [139, 140], u'expanded_url': u'https://twitter.com/fusion/status/727317758715777024', u'display_url': u'twitter.com/fusion/status/\u2026'}]"
VoteTrumpUSA,135990201,"#alwaysTrump Constitutional United States Citizen BORN AND RAISED, CHRISTIAN ! 100% for Donald Trump Married to my bestfriend!  We love family  THE USA, flying",Washington state USA,Pacific Time (US & Canada),en,3092,1038,56089,Thu Apr 22 18:49:30 +0000 2010,False,False,RT @Breaking4Trump: Order an Official #TrumpTrain Shirt today at https://t.co/lXdYFo2Qob #IndianaPrimary #MakeAmericaGreatAgain https://t.c…,727601251521732608,Tue May 03 20:50:31 +0000 2016,0,False,2,en,,"[{u'indices': [38, 49], u'text': u'TrumpTrain'}, {u'indices': [89, 104], u'text': u'IndianaPrimary'}, {u'indices': [105, 127], u'text': u'MakeAmericaGreatAgain'}]","[{u'url': u'https://t.co/lXdYFo2Qob', u'indices': [65, 88], u'expanded_url': u'http://www.Teespring.com/AllAboard', u'display_url': u'Teespring.com/AllAboard'}, {u'url': u'https://t.co/EsxH50BRmI', u'indices': [139, 140], u'expanded_url': u'http://fb.me/KFjKpXsH', u'display_url': u'fb.me/KFjKpXsH'}]"
Wayne,877720286,,,,en,20,84,522,Sat Oct 13 12:30:06 +0000 2012,False,False,"RT @InSourced: @trscoop @tedcruz Hillary in a debate w/ Trump, ""Donald, Will you form your foreign policy from The Enquirer?""",727601250955595777,Tue May 03 20:50:31 +0000 2016,0,False,4,en,,[],[]
Klaus Marten,295979779,Bottle blonde,"Columbus, OH",Eastern Time (US & Canada),en,102,162,5152,Tue May 10 00:23:01 +0000 2011,False,False,RT @m_proksch: BREAKING: Trump announces VP pick!!! https://t.co/7lBqLhxfHV,727601250691227648,Tue May 03 20:50:30 +0000 2016,0,False,221,en,,[],[]
Lynn Wright,1284745723,"Christian conservative mother of 4 boys, wife of 1 great man, nurse and all around crazy woman.",Missouri,Central Time (US & Canada),en,6080,6669,62260,Thu Mar 21 01:21:02 +0000 2013,False,False,RT @waconia3: @lynn_lwrightpcd @YouTube Just more ammo for HC to use against Trump in the GE. He's mentally ill. #NPDtrump,727601250636734464,Tue May 03 20:50:30 +0000 2016,0,False,1,en,,"[{u'indices': [113, 122], u'text': u'NPDtrump'}]",[]
D,714639482759299072,Mother of 3 little angels that are growing up fast.,,,en,130,93,3160,Tue Mar 29 02:25:04 +0000 2016,False,False,RT @SupportMelania: Get on the Wall and support #Trump and  https://t.co/kELwaRSBcw  https://t.co/LgwpTxThpw,727601250326306816,Tue May 03 20:50:30 +0000 2016,0,False,2,en,,"[{u'indices': [48, 54], u'text': u'Trump'}]","[{u'url': u'https://t.co/kELwaRSBcw', u'indices': [60, 83], u'expanded_url': u'http://Melania.online', u'display_url': u'Melania.online'}, {u'url': u'https://t.co/LgwpTxThpw', u'indices': [85, 108], u'expanded_url': u'http://twitter.com/GrockiBarbara/status/727595725597466624', u'display_url': u'twitter.com/GrockiBarbara/\u2026'}]"
Carol,22936237,"I recently retired from nursing. Passion for health care,,, lifetime Dem until Obama came along....he made me see RIGHT light! #TrumpTrain to DC", Pennsylvania,Quito,en,19104,15582,197027,Thu Mar 05 16:05:10 +0000 2009,False,False,RT @nikshmatko: I dedicate my art to him because in this man I can see a real hope for the good world order on the globe. #Trump https://t.…,727601250011885568,Tue May 03 20:50:30 +0000 2016,0,False,419,en,,"[{u'indices': [122, 128], u'text': u'Trump'}]",[]
Rambling Mother,20628670,Conservative Tea-Party Type; #EndCommonCoreNow; #tcot; #ccot; #tlot,somewhere south,Central Time (US & Canada),en,1933,1542,60328,Wed Feb 11 21:14:56 +0000 2009,False,False,"""PROTESTERS FOR TRUMP: “I think it’s going to get worse if he gets the nomination and is the fro…"" https://t.co/dh96nBtKSD",727601249747619841,Tue May 03 20:50:30 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/dh96nBtKSD', u'indices': [99, 122], u'expanded_url': u'http://feedly.com/k/1TtdBsm', u'display_url': u'feedly.com/k/1TtdBsm'}]"
Saska Mare Reagan,30492475,#TRUMP2016 #TrumpTrain #TrumpTeam #YUGE #MakeAmericaGreatAgain #eligibility #birther #tpp #tcot  #IAmAndrewBreitbart #TeaParty #Facebook: Saska Reagan,"Auburn, CA",America/Los_Angeles,en,4776,5132,129039,Sat Apr 11 18:09:14 +0000 2009,False,False,"RT @BirgitOlsen1: @USAforTrump2016 @WyattGibsonUSA Wow, New England Patriot's Robert Kraft is a big endorsement for Trump. Congrats",727601249281937408,Tue May 03 20:50:30 +0000 2016,0,False,1,en,,[],[]
Bill Claiborne,51239076,,Powell,Quito,en,140,256,10810,Fri Jun 26 21:42:00 +0000 2009,False,False,"RT @Cernovich: Hi @SenTedCruz you said you want to debate a Trump supporter. I accept the challenge. I also offer $100,000 for charity to m…",727601249231773698,Tue May 03 20:50:30 +0000 2016,0,False,1378,en,,[],[]
Brad Greer,14807943,Tinkerer and engineer. Possibly the least cool person you'll meet this year.,,Pacific Time (US & Canada),en,59,91,8808,Sat May 17 04:50:09 +0000 2008,False,False,RT @LibyaLiberty: The artist who mocked Trump's 'manhood' was threatened IN AMERICA with a public stoning. She ended up punched. https://t.…,727601249206472704,Tue May 03 20:50:30 +0000 2016,0,False,334,en,,[],"[{u'url': u'https://t.co/vIUJNr84qr', u'indices': [139, 140], u'expanded_url': u'https://twitter.com/fusion/status/727317758715777024', u'display_url': u'twitter.com/fusion/status/\u2026'}]"
Easy Reader,263809335,"I'd rather be reading. Books, progressive politics, feminism, behavioral health, education, journalism, writing, food, vegetarianism, outdoor life.",East Coast,Atlantic Time (Canada),en,1525,1380,21267,Thu Mar 10 19:47:27 +0000 2011,False,False,"RT @JamilSmith: Trump keeps lying about having opposed the invasion of Iraq, and getting away with it. @BuzzFeedBen, on that. https://t.co/…",727601248820727814,Tue May 03 20:50:30 +0000 2016,0,False,17,en,,[],"[{u'url': u'https://t.co/FQpfiIIllH', u'indices': [126, 140], u'expanded_url': u'http://bzfd.it/1rjOFwh', u'display_url': u'bzfd.it/1rjOFwh'}]"
psait gurina,2430897000,Smartass Extraordinaire,"Portland, OR",,en,67,180,2736,Sun Apr 06 19:21:09 +0000 2014,False,False,@vtffgtdcghhjju @realDenaldTrump Trump will not win because real American's are not stupid fucks like you and the rest of his followers.,727601248464211968,Tue May 03 20:50:30 +0000 2016,0,False,0,en,,[],[]
Madghost's Wife,63383902,#Christian #ProIsrael #2A #USMCWife #ΜΟΛΩΝΛΑΒΕ #Patriot #MAGA #Trump2016 My (CLL) Leukemia is in partial remission. Thankful for my family & friends. NO LISTS!,USA,Pacific Time (US & Canada),en,1677,3110,31380,Thu Aug 06 05:35:59 +0000 2009,False,False,"RT @MrsParkington: @Eric32801 Thank you for the follow, Eric! Yep! #Trump https://t.co/pan7mAEd4Z",727601248342396929,Tue May 03 20:50:30 +0000 2016,0,False,3,en,,"[{u'indices': [67, 73], u'text': u'Trump'}]",[]
